Number,Name,Class,Position,Hometown,Team,Simple.Hometown,Label,Season,Lon,Lat
11,Alex Jasiek,JR,F,"St. Louis, Missouri",Dartmouth,st louis missouri,"Dartmouth: 11 Alex Jasiek - St. Louis, Missouri (JR-F)",20172018,-90.19940419999999,38.6270025
12,Cam Strong,SO,F,"Billings, Montana",Dartmouth,billings montana,"Dartmouth: 12 Cam Strong - Billings, Montana (SO-F)",20172018,-108.5006904,45.7832856
14,Matt Baker,FR,F,"Midhurst, Ontario",Dartmouth,midhurst ontario,"Dartmouth: 14 Matt Baker - Midhurst, Ontario (FR-F)",20172018,-79.7302158,44.4471375
15,Charley Michalowski,SO,F,"West Roxbury, Massachusetts",Dartmouth,west roxbury massachusetts,"Dartmouth: 15 Charley Michalowski - West Roxbury, Massachusetts (SO-F)",20172018,-71.1626756,42.2797554
16,Kevan Kilistoff,JR,F,"Langley, British Columbia",Dartmouth,langley british columbia,"Dartmouth: 16 Kevan Kilistoff - Langley, British Columbia (JR-F)",20172018,-122.6603519,49.1041779
17,Quin Foreman,FR,F,"Needham, Massachusetts",Dartmouth,needham massachusetts,"Dartmouth: 17 Quin Foreman - Needham, Massachusetts (FR-F)",20172018,-71.23775479999999,42.2809285
18,Corey Kalk,SR,F,"Thornhill, Ontario",Dartmouth,thornhill ontario,"Dartmouth: 18 Corey Kalk - Thornhill, Ontario (SR-F)",20172018,-79.4591378,43.8079675
19,John Ernsting,JR,F,"Naperville, Illinois",Dartmouth,naperville illinois,"Dartmouth: 19 John Ernsting - Naperville, Illinois (JR-F)",20172018,-88.1535352,41.7508391
20,Carl Hesler,SR,F,"Boxborough, Massachusetts",Dartmouth,boxborough massachusetts,"Dartmouth: 20 Carl Hesler - Boxborough, Massachusetts (SR-F)",20172018,-71.5167139,42.4834197
23,Clay Han,SO,D,"Liberty Township, Ohio",Dartmouth,liberty township ohio,"Dartmouth: 23 Clay Han - Liberty Township, Ohio (SO-D)",20172018,-84.406761,39.4039859
24,Brendan Less,FR,D,"Kinnelon, New Jersey",Dartmouth,kinnelon new jersey,"Dartmouth: 24 Brendan Less - Kinnelon, New Jersey (FR-D)",20172018,-74.367096,41.0017644
25,Ryan Blankemeier,SO,F,"Oak Park, Illinois",Dartmouth,oak park illinois,"Dartmouth: 25 Ryan Blankemeier - Oak Park, Illinois (SO-F)",20172018,-87.7845025,41.8850317
28,Will Graber,SO,F,"Longmont, Colorado",Dartmouth,longmont colorado,"Dartmouth: 28 Will Graber - Longmont, Colorado (SO-F)",20172018,-105.1019275,40.1672068
30,Dean Shatzer,SO,G,"Castle Rock, Colorado",Dartmouth,castle rock colorado,"Dartmouth: 30 Dean Shatzer - Castle Rock, Colorado (SO-G)",20172018,-104.8560902,39.3722121
33,Devin Buffalo,SR,G,"Wetaskiwin, Alberta",Dartmouth,wetaskiwin alberta,"Dartmouth: 33 Devin Buffalo - Wetaskiwin, Alberta (SR-G)",20172018,-113.3772453,52.9695353
35,Adrian Clark,SO,G,"Toronto, Ontario",Dartmouth,toronto ontario,"Dartmouth: 35 Adrian Clark - Toronto, Ontario (SO-G)",20172018,-79.3831843,43.653226
2,Erich Fear,SO,D,"Winnetka, Illinois",Denver,winnetka illinois,"Denver: 02 Erich Fear - Winnetka, Illinois (SO-D)",20172018,-87.735895,42.10808340000001
3,Tariq Hammond,SR,D,"Calgary, Alberta",Denver,calgary alberta,"Denver: 03 Tariq Hammond - Calgary, Alberta (SR-D)",20172018,-114.0708459,51.0486151
4,Griffin Mendel,FR,D,"Kelowna, B.C., British Columbia",Denver,kelowna bc british columbia,"Denver: 04 Griffin Mendel - Kelowna, B.C., British Columbia (FR-D)",20172018,-119.4960106,49.8879519
5,Henrik Borgstrom,SO,F,"Helsinki, Finland",Denver,helsinki finland,"Denver: 05 Henrik Borgstrom - Helsinki, Finland (SO-F)",20172018,24.9383791,60.16985569999999
6,Ryan Orgel,FR,D,"Los Angeles, California",Denver,los angeles california,"Denver: 06 Ryan Orgel - Los Angeles, California (FR-D)",20172018,-118.2436849,34.0522342
7,Dylan Gambrell,JR,F,"Bonney Lake, Washington",Denver,bonney lake washington,"Denver: 07 Dylan Gambrell - Bonney Lake, Washington (JR-F)",20172018,-122.1865055,47.1770457
9,Tyson McLellan,SO,F,"San Jose, California",Denver,san jose california,"Denver: 09 Tyson McLellan - San Jose, California (SO-F)",20172018,-121.8863286,37.3382082
10,Jaakko Heikkinen,FR,F,"Helsinki, Finland",Denver,helsinki finland,"Denver: 10 Jaakko Heikkinen - Helsinki, Finland (FR-F)",20172018,24.9383791,60.16985569999999
12,Kohen Olischefski,FR,F,"Abbotsford, British Columbia",Denver,abbotsford british columbia,"Denver: 12 Kohen Olischefski - Abbotsford, British Columbia (FR-F)",20172018,-122.3044697,49.0504377
13,Liam Finlay,SO,F,"Kelowna, British Columbia",Denver,kelowna british columbia,"Denver: 13 Liam Finlay - Kelowna, British Columbia (SO-F)",20172018,-119.4960106,49.8879519
14,Jarid Lukosevicius,JR,F,"Squamish, British Columbia",Denver,squamish british columbia,"Denver: 14 Jarid Lukosevicius - Squamish, British Columbia (JR-F)",20172018,-123.1558121,49.7016339
15,Ian Mitchell,FR,D,"Calahoo, Alberta",Denver,calahoo alberta,"Denver: 15 Ian Mitchell - Calahoo, Alberta (FR-D)",20172018,-113.95894,53.715698
16,Jake Durflinger,FR,F,"Walnut Creek, California",Denver,walnut creek california,"Denver: 16 Jake Durflinger - Walnut Creek, California (FR-F)",20172018,-122.0651819,37.9100783
17,Rudy Junda,SR,F,"Denver, Colorado",Denver,denver colorado,"Denver: 17 Rudy Junda - Denver, Colorado (SR-F)",20172018,-104.990251,39.7392358
18,Ryan Barrow,FR,F,"Banff, Alberta",Denver,banff alberta,"Denver: 18 Ryan Barrow - Banff, Alberta (FR-F)",20172018,-115.5707694,51.1783629
21,Michael Davies,SO,D,"St. Louis, Missouri",Denver,st louis missouri,"Denver: 21 Michael Davies - St. Louis, Missouri (SO-D)",20172018,-90.19940419999999,38.6270025
22,Logan O'Connor,JR,F,"Calgary, Alberta",Denver,calgary alberta,"Denver: 22 Logan O'Connor - Calgary, Alberta (JR-F)",20172018,-114.0708459,51.0486151
24,Colin Staub,JR,F,"Colorado Springs, Colorado",Denver,colorado springs colorado,"Denver: 24 Colin Staub - Colorado Springs, Colorado (JR-F)",20172018,-104.8213634,38.8338816
25,Blake Hillman,JR,D,"Elk River, Minnesota",Denver,elk river minnesota,"Denver: 25 Blake Hillman - Elk River, Minnesota (JR-D)",20172018,-93.56911219999999,45.33772829999999
26,Jack Doremus,FR,F,"Aspen, Colorado",Denver,aspen colorado,"Denver: 26 Jack Doremus - Aspen, Colorado (FR-F)",20172018,-106.8175387,39.1910983
27,Sean Mostrom,JR,D,"Wayzata, Minnesota",Denver,wayzata minnesota,"Denver: 27 Sean Mostrom - Wayzata, Minnesota (JR-D)",20172018,-93.5066217,44.97413
28,Adam Plant,SR,D,"Penticton, British Columbia",Denver,penticton british columbia,"Denver: 28 Adam Plant - Penticton, British Columbia (SR-D)",20172018,-119.5937077,49.4991381
30,Devin Cooley,FR,G,"Los Gatos, California",Denver,los gatos california,"Denver: 30 Devin Cooley - Los Gatos, California (FR-G)",20172018,-121.9623751,37.2358078
31,Dayton Rasmussen,FR,G,"Eden Prairie, Minnesota",Denver,eden prairie minnesota,"Denver: 31 Dayton Rasmussen - Eden Prairie, Minnesota (FR-G)",20172018,-93.47078599999999,44.8546856
36,Tanner Jaillet,SR,G,"Red Deer, Alberta",Denver,red deer alberta,"Denver: 36 Tanner Jaillet - Red Deer, Alberta (SR-G)",20172018,-113.8112386,52.2681118
1,Darren Smith,JR,G,"Barrie, Ontario",Ferris State,barrie ontario,"Ferris State: 01 Darren Smith - Barrie, Ontario (JR-G)",20172018,-79.6903316,44.38935559999999
2,Taylor Fernandez,SO,F,"Northville, Michigan",Ferris State,northville michigan,"Ferris State: 02 Taylor Fernandez - Northville, Michigan (SO-F)",20172018,-83.4832692,42.4311464
3,Cameron Clarke,SO,D,"Tecumseh, Michigan",Ferris State,tecumseh michigan,"Ferris State: 03 Cameron Clarke - Tecumseh, Michigan (SO-D)",20172018,-83.9449417,42.0039331
4,Zach Yoder,SO,D,"Woodstock, Georgia",Ferris State,woodstock georgia,"Ferris State: 04 Zach Yoder - Woodstock, Georgia (SO-D)",20172018,-84.5193754,34.1014873
5,Tyler Dorantes,SR,D,"Waterford, Michigan",Ferris State,waterford michigan,"Ferris State: 05 Tyler Dorantes - Waterford, Michigan (SR-D)",20172018,-83.4066132,42.6907443
6,Jasen Fernsler,SO,F,"Charlotte, Michigan",Ferris State,charlotte michigan,"Ferris State: 06 Jasen Fernsler - Charlotte, Michigan (SO-F)",20172018,-84.83582109999999,42.5636478
7,Ryker Killins,JR,D,"Wawa, Ontario",Ferris State,wawa ontario,"Ferris State: 07 Ryker Killins - Wawa, Ontario (JR-D)",20172018,-84.77105879999999,47.992417
8,Andrew Dorantes,SR,F,"Waterford, Michigan",Ferris State,waterford michigan,"Ferris State: 08 Andrew Dorantes - Waterford, Michigan (SR-F)",20172018,-83.4066132,42.6907443
9,Lucas Finner,FR,F,"Elmhurst, Illinois",Ferris State,elmhurst illinois,"Ferris State: 09 Lucas Finner - Elmhurst, Illinois (FR-F)",20172018,-87.9403418,41.8994744
10,Coale Norris,FR,F,"Oxford, Michigan",Ferris State,oxford michigan,"Ferris State: 10 Coale Norris - Oxford, Michigan (FR-F)",20172018,-83.26466239999999,42.8247524
11,Dominic Lutz,SO,F,"Livonia, Michigan",Ferris State,livonia michigan,"Ferris State: 11 Dominic Lutz - Livonia, Michigan (SO-F)",20172018,-83.35270969999999,42.36837
12,Trevor Recktenwald,JR,F,"Venetia, Pennsylvania",Ferris State,venetia pennsylvania,"Ferris State: 12 Trevor Recktenwald - Venetia, Pennsylvania (JR-F)",20172018,-80.0429089,40.2469378
15,Mitch Maloney,SR,F,"Macomb, Michigan",Ferris State,macomb michigan,"Ferris State: 15 Mitch Maloney - Macomb, Michigan (SR-F)",20172018,-82.92864279999999,42.6651965
16,Tyler Andrew,SR,F,"Bethel Park, Pennsylvania",Ferris State,bethel park pennsylvania,"Ferris State: 16 Tyler Andrew - Bethel Park, Pennsylvania (SR-F)",20172018,-80.0394977,40.3275697
17,Marshall Moise,FR,F,"St. Clair Shores, Michigan",Ferris State,st clair shores michigan,"Ferris State: 17 Marshall Moise - St. Clair Shores, Michigan (FR-F)",20172018,-82.89636039999999,42.4974085
18,Zach Szajner,SR,F,"White Lake, Michigan",Ferris State,white lake michigan,"Ferris State: 18 Zach Szajner - White Lake, Michigan (SR-F)",20172018,-83.4856913,42.6592995
19,Andrew Mayer,SR,F,"Troy, Michigan",Ferris State,troy michigan,"Ferris State: 19 Andrew Mayer - Troy, Michigan (SR-F)",20172018,-83.1497751,42.6064095
20,Liam MacDougall,FR,F,"Windsor, Ontario",Ferris State,windsor ontario,"Ferris State: 20 Liam MacDougall - Windsor, Ontario (FR-F)",20172018,-83.03636329999999,42.3149367
21,Corey Mackin,JR,F,"Philadelphia, Pennsylvania",Ferris State,philadelphia pennsylvania,"Ferris State: 21 Corey Mackin - Philadelphia, Pennsylvania (JR-F)",20172018,-75.1652215,39.9525839
23,Nate Kallen,SO,D,"San Diego, California",Ferris State,san diego california,"Ferris State: 23 Nate Kallen - San Diego, California (SO-D)",20172018,-117.1610838,32.715738
25,Chris Allemon,SO,D,"St. Clair Shores, Michigan",Ferris State,st clair shores michigan,"Ferris State: 25 Chris Allemon - St. Clair Shores, Michigan (SO-D)",20172018,-82.89636039999999,42.4974085
27,Zac Tierney,JR,D,"London, Ontario",Ferris State,london ontario,"Ferris State: 27 Zac Tierney - London, Ontario (JR-D)",20172018,-81.2452768,42.9849233
28,Jacob Hetz,JR,F,"Glenshaw, Pennsylvania",Ferris State,glenshaw pennsylvania,"Ferris State: 28 Jacob Hetz - Glenshaw, Pennsylvania (JR-F)",20172018,-79.96803919999999,40.5325079
29,Oskar Andren,JR,F,"Stockholm, Sweden",Ferris State,stockholm sweden,"Ferris State: 29 Oskar Andren - Stockholm, Sweden (JR-F)",20172018,18.0685808,59.32932349999999
35,Justin Kapelmaster,SO,G,"Coral Springs, Florida",Ferris State,coral springs florida,"Ferris State: 35 Justin Kapelmaster - Coral Springs, Florida (SO-G)",20172018,-80.2706044,26.271192
1,Sihak Lee,SO,G,"Cambridge, Massachusetts",Harvard,cambridge massachusetts,"Harvard: 01 Sihak Lee - Cambridge, Massachusetts (SO-G)",20172018,-71.10973349999999,42.3736158
2,Reilly Walsh,FR,D,"North Falmouth, Massachusetts",Harvard,north falmouth massachusetts,"Harvard: 02 Reilly Walsh - North Falmouth, Massachusetts (FR-D)",20172018,-70.630494,41.6445703
5,Nick Azar,FR,D,"Grosse Pointe, Michigan",Harvard,grosse pointe michigan,"Harvard: 05 Nick Azar - Grosse Pointe, Michigan (FR-D)",20172018,-82.9118591,42.3861485
7,Eddie Ellis,SR,F,"Burlington, Massachusetts",Harvard,burlington massachusetts,"Harvard: 07 Eddie Ellis - Burlington, Massachusetts (SR-F)",20172018,-71.1956205,42.5047161
8,Benjamin Foley,FR,D,"Edina, Minnesota",Harvard,edina minnesota,"Harvard: 08 Benjamin Foley - Edina, Minnesota (FR-D)",20172018,-93.3499489,44.8896866
9,Mitchell Perrault,FR,F,"Findlay, Ohio",Harvard,findlay ohio,"Harvard: 09 Mitchell Perrault - Findlay, Ohio (FR-F)",20172018,-83.6499321,41.04422
11,Benjamin Solin,FR,F,"Madison, Connecticut",Harvard,madison connecticut,"Harvard: 11 Benjamin Solin - Madison, Connecticut (FR-F)",20172018,-72.5754149,41.2959908
13,Nathan Krusko,SO,F,"Alpharetta, Georgia",Harvard,alpharetta georgia,"Harvard: 13 Nathan Krusko - Alpharetta, Georgia (SO-F)",20172018,-84.2940899,34.0753762
15,Seb Lloyd,SR,F,"Prince George, British Columbia",Harvard,prince george british columbia,"Harvard: 15 Seb Lloyd - Prince George, British Columbia (SR-F)",20172018,-122.7496693,53.9170641
16,Ryan Donato,JR,F,"Boston, Massachusetts",Harvard,boston massachusetts,"Harvard: 16 Ryan Donato - Boston, Massachusetts (JR-F)",20172018,-71.0588801,42.3600825
17,Ty Pelton-Byce,SO,F,"Madison, Wisconsin",Harvard,madison wisconsin,"Harvard: 17 Ty Pelton-Byce - Madison, Wisconsin (SO-F)",20172018,-89.4012302,43.0730517
18,Adam Fox,SO,D,"Jericho, New York",Harvard,jericho new york,"Harvard: 18 Adam Fox - Jericho, New York (SO-D)",20172018,-73.5398476,40.79204410000001
19,Jake Horton,SR,F,"Lake Elmo, Minnesota",Harvard,lake elmo minnesota,"Harvard: 19 Jake Horton - Lake Elmo, Minnesota (SR-F)",20172018,-92.8793768,44.9957998
20,Adam Baughman,JR,D,"Chicago, Illinois",Harvard,chicago illinois,"Harvard: 20 Adam Baughman - Chicago, Illinois (JR-D)",20172018,-87.6297982,41.8781136
21,Justin Szeto,SO,F,"Vancouver, British Columbia",Harvard,vancouver british columbia,"Harvard: 21 Justin Szeto - Vancouver, British Columbia (SO-F)",20172018,-123.1207375,49.2827291
26,Jacob Olson,JR,D,"Saint Paul, Minnesota",Harvard,saint paul minnesota,"Harvard: 26 Jacob Olson - Saint Paul, Minnesota (JR-D)",20172018,-93.0899578,44.9537029
31,Merrick Madsen,SR,G,"Acton, California",Harvard,acton california,"Harvard: 31 Merrick Madsen - Acton, California (SR-G)",20172018,-118.1967418,34.469994
32,Cameron Gornet,SO,G,"St. Louis, Missouri",Harvard,st louis missouri,"Harvard: 32 Cameron Gornet - St. Louis, Missouri (SO-G)",20172018,-90.19940419999999,38.6270025
33,Jack Badini,FR,F,"Old Greenwich, Connecticut",Harvard,old greenwich connecticut,"Harvard: 33 Jack Badini - Old Greenwich, Connecticut (FR-F)",20172018,-73.5652049,41.0232624
35,Michael Lackey,JR,G,"Washington, District of Columbia",Harvard,washington district of columbia,"Harvard: 35 Michael Lackey - Washington, District of Columbia (JR-G)",20172018,-77.0368707,38.9071923
38,Thomas Aiken,SR,D,"Whitefish Bay, Wisconsin",Harvard,whitefish bay wisconsin,"Harvard: 38 Thomas Aiken - Whitefish Bay, Wisconsin (SR-D)",20172018,-87.9000856,43.1133444
44,Michael Floodstrand,JR,F,"Hinsdale, Illinois",Harvard,hinsdale illinois,"Harvard: 44 Michael Floodstrand - Hinsdale, Illinois (JR-F)",20172018,-87.9370052,41.8008642
71,Frederic Gregoire,SO,F,"Saint-Lambert, Quebec",Harvard,saintlambert quebec,"Harvard: 71 Frederic Gregoire - Saint-Lambert, Quebec (SO-F)",20172018,-73.50417519999999,45.4920344
77,Lewis Zerter-Gossage,JR,F,"Montreal, QuACbec",Harvard,montreal quacbec,"Harvard: 77 Lewis Zerter-Gossage - Montreal, QuACbec (JR-F)",20172018,-73.567256,45.5016889
1,Tommy Nixon,JR,G,"Sherwood Park, Alberta",Holy Cross,sherwood park alberta,"Holy Cross: 01 Tommy Nixon - Sherwood Park, Alberta (JR-G)",20172018,-113.2957365,53.5412083
2,Patrick O'Leary,SO,D,"Norfolk, Massachusetts",Holy Cross,norfolk massachusetts,"Holy Cross: 02 Patrick O'Leary - Norfolk, Massachusetts (SO-D)",20172018,-71.3250563,42.1195426
7,Johnny Coughlin,JR,D,"Fairport, New York",Holy Cross,fairport new york,"Holy Cross: 07 Johnny Coughlin - Fairport, New York (JR-D)",20172018,-77.44193779999999,43.0986742
8,Will Brophy,SO,D,"Fairfield, Connecticut",Holy Cross,fairfield connecticut,"Holy Cross: 08 Will Brophy - Fairfield, Connecticut (SO-D)",20172018,-73.2612615,41.1408363
11,Michael Laffin,JR,F,"Hopewell Junction, New York",Holy Cross,hopewell junction new york,"Holy Cross: 11 Michael Laffin - Hopewell Junction, New York (JR-F)",20172018,-73.80874419999999,41.5839823
12,Scott Pooley,SR,F,"Granger, Indiana",Holy Cross,granger indiana,"Holy Cross: 12 Scott Pooley - Granger, Indiana (SR-F)",20172018,-86.11083769999999,41.7533819
13,Peter Crinella,JR,F,"East Longmeadow, Massachusetts",Holy Cross,east longmeadow massachusetts,"Holy Cross: 13 Peter Crinella - East Longmeadow, Massachusetts (JR-F)",20172018,-72.5125863,42.0645396
14,Andrew Dumaresque,FR,F,"Hammond Plains, Nova Scotia",Holy Cross,hammond plains nova scotia,"Holy Cross: 14 Andrew Dumaresque - Hammond Plains, Nova Scotia (FR-F)",20172018,-63.7850131,44.733671
15,Charlie Barrow,SO,D,"Belmont, Massachusetts",Holy Cross,belmont massachusetts,"Holy Cross: 15 Charlie Barrow - Belmont, Massachusetts (SO-D)",20172018,-71.1776114,42.3956405
17,T.J. Moore,SR,F,"Edina, Minnesota",Holy Cross,edina minnesota,"Holy Cross: 17 T.J. Moore - Edina, Minnesota (SR-F)",20172018,-93.3499489,44.8896866
18,Jay Mackie,JR,F,"Kingston, Ontario",Holy Cross,kingston ontario,"Holy Cross: 18 Jay Mackie - Kingston, Ontario (JR-F)",20172018,-76.4859544,44.2311717
20,Logan Ferguson,FR,F,"Calgary, Alberta",Holy Cross,calgary alberta,"Holy Cross: 20 Logan Ferguson - Calgary, Alberta (FR-F)",20172018,-114.0708459,51.0486151
21,Neil Robinson,SO,F,"Pointe-Claire, Quebec",Holy Cross,pointeclaire quebec,"Holy Cross: 21 Neil Robinson - Pointe-Claire, Quebec (SO-F)",20172018,-73.7990191,45.4719655
22,Jack Surowiec,SO,F,"Louisville, Kentucky",Holy Cross,louisville kentucky,"Holy Cross: 22 Jack Surowiec - Louisville, Kentucky (SO-F)",20172018,-85.7584557,38.2526647
23,Ryan Ferrill,SR,F,"Havertown, Pennsylvania",Holy Cross,havertown pennsylvania,"Holy Cross: 23 Ryan Ferrill - Havertown, Pennsylvania (SR-F)",20172018,-75.3149796,39.9763656
24,Tommy Muratore,SR,D,"Mendham, New Jersey",Holy Cross,mendham new jersey,"Holy Cross: 24 Tommy Muratore - Mendham, New Jersey (SR-D)",20172018,-74.6007142,40.7759334
26,Pete Kessel,FR,F,"Bloomfield Hills, Michigan",Holy Cross,bloomfield hills michigan,"Holy Cross: 26 Pete Kessel - Bloomfield Hills, Michigan (FR-F)",20172018,-83.24548829999999,42.583645
28,Logan Milliken,FR,D,"Canmore, Alberta",Holy Cross,canmore alberta,"Holy Cross: 28 Logan Milliken - Canmore, Alberta (FR-D)",20172018,-115.3597129,51.0892428
32,Jack Parsons,SR,G,"Tilton, New Hampshire",Holy Cross,tilton new hampshire,"Holy Cross: 32 Jack Parsons - Tilton, New Hampshire (SR-G)",20172018,-71.589209,43.4426486
36,Paul Berrafato,SR,G,"Williamsville, New York",Holy Cross,williamsville new york,"Holy Cross: 36 Paul Berrafato - Williamsville, New York (SR-G)",20172018,-78.73780909999999,42.963947
37,Brett Mulcahy,SR,F,"Kelowna, British Columbia",Holy Cross,kelowna british columbia,"Holy Cross: 37 Brett Mulcahy - Kelowna, British Columbia (SR-F)",20172018,-119.4960106,49.8879519
39,Mitch Collett,JR,F,"Calgary, Alberta",Holy Cross,calgary alberta,"Holy Cross: 39 Mitch Collett - Calgary, Alberta (JR-F)",20172018,-114.0708459,51.0486151
2,Ryan Renz,SR,D,"Castlegar, British Columbia",Lake Superior State,castlegar british columbia,"Lake Superior State: 02 Ryan Renz - Castlegar, British Columbia (SR-D)",20172018,-117.6593341,49.3237408
3,William Riedell,FR,D,"Greensboro, North Carolina",Lake Superior State,greensboro north carolina,"Lake Superior State: 03 William Riedell - Greensboro, North Carolina (FR-D)",20172018,-79.7919754,36.0726354
4,Tyler Anderson,FR,D,"Niverville, Manitoba",Lake Superior State,niverville manitoba,"Lake Superior State: 04 Tyler Anderson - Niverville, Manitoba (FR-D)",20172018,-97.04018649999999,49.605965
5,Bennet Vida,FR,D,"St. Albert, Alberta",Lake Superior State,st albert alberta,"Lake Superior State: 05 Bennet Vida - St. Albert, Alberta (FR-D)",20172018,-113.625642,53.6304753
6,Lukas Kaelble,FR,D,"Mannheim, Germany",Lake Superior State,mannheim germany,"Lake Superior State: 06 Lukas Kaelble - Mannheim, Germany (FR-D)",20172018,8.466039499999999,49.4874592
7,J.T. Henke,SR,F,"Trenton, Michigan",Lake Superior State,trenton michigan,"Lake Superior State: 07 J.T. Henke - Trenton, Michigan (SR-F)",20172018,-83.1782587,42.1394858
8,Diego Cuglietta,JR,F,"Kamloops, British Columbia",Lake Superior State,kamloops british columbia,"Lake Superior State: 08 Diego Cuglietta - Kamloops, British Columbia (JR-F)",20172018,-120.3272675,50.674522
